tenure,seniorcitizen,arpu,service_type_dsl,service_type_fiber,service_type_none,contract_Month-to-month,contract_One year,contract_Two year,loyalty_tier_New,loyalty_tier_Established,loyalty_tier_Loyal,loyalty_tier_Very Loyal,discount_level_Low,discount_level_Medium,discount_level_High
57,False,100.6,False,True,False,True,False,False,False,False,True,False,True,False,False
1,False,101.45,False,True,False,True,False,False,True,False,False,False,True,False,False
9,False,101.5,False,True,False,True,False,False,True,False,False,False,True,False,False
57,False,103.05,False,True,False,True,False,False,False,False,True,False,True,False,False
29,True,103.95,False,True,False,True,False,False,False,True,False,False,True,False,False
65,True,104.1995785440613,False,True,False,True,False,False,False,False,False,True,True,False,False
3,True,104.1995785440613,False,True,False,True,False,False,True,False,False,False,True,False,False
60,False,104.1995785440613,False,True,False,True,False,False,False,False,True,False,True,False,False
12,False,104.1995785440613,False,True,False,True,False,False,True,False,False,False,True,False,False
63,True,104.1995785440613,False,True,False,True,False,False,False,False,False,True,True,False,False
28,False,0.0,False,False,True,False,True,False,False,True,False,False,False,False,False
67,False,0.0,False,False,True,False,True,False,False,False,False,True,False,False,False
1,False,0.0,False,False,True,False,True,False,True,False,False,False,False,False,False
8,False,0.0,False,False,True,False,True,False,True,False,False,False,False,False,False
5,False,0.0,False,False,True,False,True,False,True,False,False,False,False,False,False
17,True,0.0,False,False,True,False,True,False,False,True,False,False,False,False,False
53,False,0.0,False,False,True,False,True,False,False,False,True,False,False,False,False
67,False,49.35,True,False,False,False,True,False,False,False,False,True,True,False,False
41,False,50.05,True,False,False,False,True,False,False,False,True,False,True,False,False
57,False,54.65,True,False,False,False,True,False,False,False,True,False,True,False,False
53,False,54.9,True,False,False,False,True,False,False,False,True,False,True,False,False
41,False,56.3,True,False,False,False,True,False,False,False,True,False,True,False,False
40,False,63.9,True,False,False,False,True,False,False,False,True,False,True,False,False
10,False,70.3,True,False,False,False,True,False,True,False,False,False,True,False,False
35,False,73.45,True,False,False,False,True,False,False,True,False,False,True,False,False
22,False,73.94383893762183,True,False,False,False,True,False,False,True,False,False,True,False,False
42,False,73.94383893762183,True,False,False,False,True,False,False,False,True,False,True,False,False
64,False,73.94383893762183,True,False,False,False,True,False,False,False,False,True,True,False,False
24,False,73.94383893762183,True,False,False,False,True,False,False,True,False,False,False,True,False
30,False,97.0,False,True,False,False,True,False,False,True,False,False,True,False,False
56,False,100.55,False,True,False,False,True,False,False,False,True,False,True,False,False
41,False,101.6,False,True,False,False,True,False,False,False,True,False,True,False,False
65,False,104.1995785440613,False,True,False,False,True,False,False,False,False,True,True,False,False
61,False,104.1995785440613,False,True,False,False,True,False,False,False,False,True,True,False,False
43,False,104.1995785440613,False,True,False,False,True,False,False,False,True,False,True,False,False
66,True,104.1995785440613,False,True,False,False,True,False,False,False,False,True,True,False,False
66,True,104.1995785440613,False,True,False,False,True,False,False,False,False,True,True,False,False
67,False,104.1995785440613,False,True,False,False,True,False,False,False,False,True,False,True,False
32,False,0.0,False,False,True,False,False,True,False,True,False,False,False,False,False
46,False,0.0,False,False,True,False,False,True,False,False,True,False,False,False,False
46,False,0.0,False,False,True,False,False,True,False,False,True,False,False,False,False
15,False,0.0,False,False,True,False,False,True,False,True,False,False,False,False,False
6,False,0.0,False,False,True,False,False,True,True,False,False,False,False,False,False
47,False,0.0,False,False,True,False,False,True,False,False,True,False,False,False,False
48,False,0.0,False,False,True,False,False,True,False,False,True,False,False,False,False
63,False,0.0,False,False,True,False,False,True,False,False,False,True,False,False,False
71,False,0.0,False,False,True,False,False,True,False,False,False,True,False,False,False
64,False,0.0,False,False,True,False,False,True,False,False,False,True,False,False,False
72,False,0.0,False,False,True,False,False,True,False,False,False,True,False,False,False
66,False,0.0,False,False,True,False,False,True,False,False,False,True,False,False,False
60,False,37.7,True,False,False,False,False,True,False,False,True,False,True,False,False
13,False,40.55,True,False,False,False,False,True,False,True,False,False,True,False,False
2,False,59.5,True,False,False,False,False,True,True,False,False,False,True,False,False
58,False,59.75,True,False,False,False,False,True,False,False,True,False,True,False,False
68,False,64.1,True,False,False,False,False,True,False,False,False,True,True,False,False
68,False,70.95,True,False,False,False,False,True,False,False,False,True,True,False,False
63,False,73.94383893762183,True,False,False,False,False,True,False,False,False,True,True,False,False
72,False,73.94383893762183,True,False,False,False,False,True,False,False,False,True,True,False,False
72,False,73.94383893762183,True,False,False,False,False,True,False,False,False,True,True,False,False
51,False,73.94383893762183,True,False,False,False,False,True,False,False,True,False,True,False,False
67,False,73.94383893762183,True,False,False,False,False,True,False,False,False,True,False,True,False
52,False,89.45,False,True,False,False,False,True,False,False,True,False,True,False,False
61,False,73.94383893762183,True,False,False,False,False,True,False,False,False,True,False,True,False
72,True,73.94383893762183,True,False,False,False,False,True,False,False,False,True,False,True,False
72,False,73.94383893762183,True,False,False,False,False,True,False,False,False,True,False,True,False
69,False,93.3,False,True,False,False,False,True,False,False,False,True,True,False,False
69,False,104.1995785440613,False,True,False,False,False,True,False,False,False,True,False,True,False
68,False,104.1995785440613,False,True,False,False,False,True,False,False,False,True,False,True,False
72,False,104.1995785440613,False,True,False,False,False,True,False,False,False,True,False,True,False
1,False,0.0,False,False,True,True,False,False,True,False,False,False,False,False,False
16,False,0.0,False,False,True,True,False,False,False,True,False,False,False,False,False
13,False,0.0,False,False,True,True,False,False,False,True,False,False,False,False,False
4,False,0.0,False,False,True,True,False,False,True,False,False,False,False,False,False
12,False,0.0,False,False,True,True,False,False,True,False,False,False,False,False,False
2,False,24.9,True,False,False,True,False,False,True,False,False,False,True,False,False
4,False,25.15,True,False,False,True,False,False,True,False,False,False,True,False,False
18,False,25.55,True,False,False,True,False,False,False,True,False,False,True,False,False
1,False,0.0,False,False,True,True,False,False,True,False,False,False,False,False,False
61,False,33.6,True,False,False,True,False,False,False,False,False,True,True,False,False
4,False,38.55,True,False,False,True,False,False,True,False,False,False,True,False,False
1,True,44.0,True,False,False,True,False,False,True,False,False,False,True,False,False
1,False,44.55,True,False,False,True,False,False,True,False,False,False,True,False,False
1,False,45.3,True,False,False,True,False,False,True,False,False,False,True,False,False
3,False,45.45,True,False,False,True,False,False,True,False,False,False,True,False,False
26,False,45.45,True,False,False,True,False,False,False,True,False,False,True,False,False
2,False,47.8,True,False,False,True,False,False,True,False,False,False,True,False,False
11,False,48.55,True,False,False,True,False,False,True,False,False,False,True,False,False
53,False,48.7,True,False,False,True,False,False,False,False,True,False,True,False,False
6,False,48.8,True,False,False,True,False,False,True,False,False,False,True,False,False
51,False,49.65,True,False,False,True,False,False,False,False,True,False,True,False,False
30,False,50.0,True,False,False,True,False,False,False,True,False,False,True,False,False
18,False,50.3,True,False,False,True,False,False,False,True,False,False,True,False,False
1,True,50.55,True,False,False,True,False,False,True,False,False,False,True,False,False
4,False,50.7,True,False,False,True,False,False,True,False,False,False,True,False,False
2,False,51.4,True,False,False,True,False,False,True,False,False,False,True,False,False
25,False,54.1,True,False,False,True,False,False,False,True,False,False,True,False,False
16,False,55.3,True,False,False,True,False,False,False,True,False,False,True,False,False
10,False,55.55,True,False,False,True,False,False,True,False,False,False,True,False,False
38,False,66.15,True,False,False,True,False,False,False,False,True,False,True,False,False
11,False,66.35,True,False,False,True,False,False,True,False,False,False,True,False,False
4,False,69.55,False,True,False,True,False,False,True,False,False,False,True,False,False
19,False,69.6,True,False,False,True,False,False,False,True,False,False,True,False,False
2,False,70.7,False,True,False,True,False,False,True,False,False,False,True,False,False
9,False,74.25,False,True,False,True,False,False,True,False,False,False,True,False,False
4,False,73.94383893762183,True,False,False,True,False,False,True,False,False,False,True,False,False
32,True,74.4,False,True,False,True,False,False,False,True,False,False,True,False,False
21,False,75.3,False,True,False,True,False,False,False,True,False,False,True,False,False
11,True,78.1,False,True,False,True,False,False,True,False,False,False,True,False,False
10,False,80.25,False,True,False,True,False,False,True,False,False,False,True,False,False
8,True,80.45,False,True,False,True,False,False,True,False,False,False,True,False,False
40,False,81.2,False,True,False,True,False,False,False,False,True,False,True,False,False
7,False,73.94383893762183,True,False,False,True,False,False,True,False,False,False,True,False,False
4,False,82.85,False,True,False,True,False,False,True,False,False,False,True,False,False
15,False,83.2,False,True,False,True,False,False,False,True,False,False,True,False,False
34,False,84.05,False,True,False,True,False,False,False,True,False,False,True,False,False
1,False,85.45,False,True,False,True,False,False,True,False,False,False,True,False,False
15,False,85.9,False,True,False,True,False,False,False,True,False,False,True,False,False
3,False,86.05,False,True,False,True,False,False,True,False,False,False,True,False,False
10,True,86.65,False,True,False,True,False,False,True,False,False,False,True,False,False
51,False,87.35,False,True,False,True,False,False,False,False,True,False,True,False,False
50,True,88.05,False,True,False,True,False,False,False,False,True,False,True,False,False
34,False,88.85,False,True,False,True,False,False,False,True,False,False,True,False,False
26,True,91.25,False,True,False,True,False,False,False,True,False,False,True,False,False
17,False,92.6,False,True,False,True,False,False,False,True,False,False,True,False,False
20,True,94.55,False,True,False,True,False,False,False,True,False,False,True,False,False
36,False,95.0,False,True,False,True,False,False,False,True,False,False,True,False,False
5,False,96.25,False,True,False,True,False,False,True,False,False,False,True,False,False
13,False,100.35,False,True,False,True,False,False,False,True,False,False,True,False,False
16,False,100.7,False,True,False,True,False,False,False,True,False,False,True,False,False
44,True,104.15,False,True,False,True,False,False,False,False,True,False,True,False,False
48,False,104.1995785440613,False,True,False,True,False,False,False,False,True,False,True,False,False
71,True,104.1995785440613,False,True,False,True,False,False,False,False,False,True,True,False,False
3,False,0.0,False,False,True,False,True,False,True,False,False,False,False,False,False
47,False,0.0,False,False,True,False,True,False,False,False,True,False,False,False,False
20,False,0.0,False,False,True,False,True,False,False,True,False,False,False,False,False
48,False,0.0,False,False,True,False,True,False,False,False,True,False,False,False,False
39,False,40.3,True,False,False,False,True,False,False,False,True,False,True,False,False
66,False,54.8,True,False,False,False,True,False,False,False,False,True,True,False,False
54,True,55.45,True,False,False,False,True,False,False,False,True,False,True,False,False
14,False,55.7,True,False,False,False,True,False,False,True,False,False,True,False,False
29,False,58.0,True,False,False,False,True,False,False,True,False,False,True,False,False
14,False,59.1,True,False,False,False,True,False,False,True,False,False,True,False,False
43,False,60.4,True,False,False,False,True,False,False,False,True,False,True,False,False
34,True,64.2,True,False,False,False,True,False,False,True,False,False,True,False,False
29,False,69.05,True,False,False,False,True,False,False,True,False,False,True,False,False
3,False,69.95,True,False,False,False,True,False,True,False,False,False,True,False,False
49,False,71.8,True,False,False,False,True,False,False,False,True,False,True,False,False
22,False,76.0,False,True,False,False,True,False,False,True,False,False,True,False,False
68,False,73.94383893762183,True,False,False,False,True,False,False,False,False,True,True,False,False
21,False,73.94383893762183,True,False,False,False,True,False,False,True,False,False,True,False,False
61,False,73.94383893762183,True,False,False,False,True,False,False,False,False,True,True,False,False
64,False,84.3,False,True,False,False,True,False,False,False,False,True,True,False,False
44,False,90.65,False,True,False,False,True,False,False,False,True,False,True,False,False
37,False,91.2,False,True,False,False,True,False,False,False,True,False,True,False,False
60,False,94.15,False,True,False,False,True,False,False,False,True,False,True,False,False
38,True,95.0,False,True,False,False,True,False,False,False,True,False,True,False,False
28,False,100.35,False,True,False,False,True,False,False,True,False,False,True,False,False
67,False,100.9,False,True,False,False,True,False,False,False,False,True,True,False,False
65,True,104.1995785440613,False,True,False,False,True,False,False,False,False,True,True,False,False
11,False,0.0,False,False,True,False,False,True,True,False,False,False,False,False,False
72,False,0.0,False,False,True,False,False,True,False,False,False,True,False,False,False
50,False,0.0,False,False,True,False,False,True,False,False,True,False,False,False,False
71,False,0.0,False,False,True,False,False,True,False,False,False,True,False,False,False
72,False,0.0,False,False,True,False,False,True,False,False,False,True,False,False,False
72,False,0.0,False,False,True,False,False,True,False,False,False,True,False,False,False
42,False,0.0,False,False,True,False,False,True,False,False,True,False,False,False,False
71,False,0.0,False,False,True,False,False,True,False,False,False,True,False,False,False
45,False,0.0,False,False,True,False,False,True,False,False,True,False,False,False,False
66,False,0.0,False,False,True,False,False,True,False,False,False,True,False,False,False
67,False,0.0,False,False,True,False,False,True,False,False,False,True,False,False,False
70,False,44.6,True,False,False,False,False,True,False,False,False,True,True,False,False
72,False,49.2,True,False,False,False,False,True,False,False,False,True,True,False,False
58,False,59.9,True,False,False,False,False,True,False,False,True,False,True,False,False
72,False,64.45,True,False,False,False,False,True,False,False,False,True,True,False,False
72,False,64.7,True,False,False,False,False,True,False,False,False,True,True,False,False
71,False,65.15,True,False,False,False,False,True,False,False,False,True,True,False,False
72,False,73.94383893762183,True,False,False,False,False,True,False,False,False,True,True,False,False
45,False,73.94383893762183,True,False,False,False,False,True,False,False,True,False,True,False,False
72,True,84.8,False,True,False,False,False,True,False,False,False,True,True,False,False
71,False,86.4,False,True,False,False,False,True,False,False,False,True,True,False,False
72,False,73.94383893762183,True,False,False,False,False,True,False,False,False,True,False,True,False
69,False,73.94383893762183,True,False,False,False,False,True,False,False,False,True,False,True,False
72,False,73.94383893762183,True,False,False,False,False,True,False,False,False,True,False,True,False
72,False,73.94383893762183,True,False,False,False,False,True,False,False,False,True,False,True,False
70,False,104.0,False,True,False,False,False,True,False,False,False,True,True,False,False
72,True,104.1,False,True,False,False,False,True,False,False,False,True,True,False,False
64,False,104.1995785440613,False,True,False,False,False,True,False,False,False,True,True,False,False
69,False,104.1995785440613,False,True,False,False,False,True,False,False,False,True,True,False,False
68,False,104.1995785440613,False,True,False,False,False,True,False,False,False,True,True,False,False
72,False,104.1995785440613,False,True,False,False,False,True,False,False,False,True,True,False,False
62,False,104.1995785440613,False,True,False,False,False,True,False,False,False,True,True,False,False
68,False,104.1995785440613,False,True,False,False,False,True,False,False,False,True,False,True,False
6,False,0.0,False,False,True,True,False,False,True,False,False,False,False,False,False
9,False,0.0,False,False,True,True,False,False,True,False,False,False,False,False,False
16,False,0.0,False,False,True,True,False,False,False,True,False,False,False,False,False
1,False,0.0,False,False,True,True,False,False,True,False,False,False,False,False,False
9,False,0.0,False,False,True,True,False,False,True,False,False,False,False,False,False
2,False,0.0,False,False,True,True,False,False,True,False,False,False,False,False,False
16,False,0.0,False,False,True,True,False,False,False,True,False,False,False,False,False
1,False,0.0,False,False,True,True,False,False,True,False,False,False,False,False,False
5,False,0.0,False,False,True,True,False,False,True,False,False,False,False,False,False
34,False,0.0,False,False,True,True,False,False,False,True,False,False,False,False,False
1,False,25.1,True,False,False,True,False,False,True,False,False,False,True,False,False
11,False,25.2,True,False,False,True,False,False,True,False,False,False,True,False,False
51,True,29.45,True,False,False,True,False,False,False,False,True,False,True,False,False
1,False,42.9,True,False,False,True,False,False,True,False,False,False,True,False,False
19,False,44.9,True,False,False,True,False,False,False,True,False,False,True,False,False
1,False,45.3,True,False,False,True,False,False,True,False,False,False,True,False,False
46,False,45.55,True,False,False,True,False,False,False,False,True,False,True,False,False
12,False,49.2,True,False,False,True,False,False,True,False,False,False,True,False,False
57,False,49.9,True,False,False,True,False,False,False,False,True,False,True,False,False
3,False,49.9,True,False,False,True,False,False,True,False,False,False,True,False,False
11,False,50.55,True,False,False,True,False,False,True,False,False,False,True,False,False
2,False,53.45,True,False,False,True,False,False,True,False,False,False,True,False,False
10,False,54.5,True,False,False,True,False,False,True,False,False,False,True,False,False
16,True,54.55,True,False,False,True,False,False,False,True,False,False,True,False,False
2,False,55.1,True,False,False,True,False,False,True,False,False,False,True,False,False
24,False,56.35,True,False,False,True,False,False,False,True,False,False,True,False,False
12,False,58.35,True,False,False,True,False,False,True,False,False,False,True,False,False
3,False,60.65,True,False,False,True,False,False,True,False,False,False,True,False,False
4,False,64.4,True,False,False,True,False,False,True,False,False,False,True,False,False
28,True,64.45,True,False,False,True,False,False,False,True,False,False,True,False,False
7,True,64.95,True,False,False,True,False,False,True,False,False,False,True,False,False
57,False,65.2,True,False,False,True,False,False,False,False,True,False,True,False,False
3,False,65.25,True,False,False,True,False,False,True,False,False,False,True,False,False
2,True,66.4,True,False,False,True,False,False,True,False,False,False,True,False,False
7,False,69.15,False,True,False,True,False,False,True,False,False,False,True,False,False
1,False,69.15,False,True,False,True,False,False,True,False,False,False,True,False,False
1,True,69.25,False,True,False,True,False,False,True,False,False,False,True,False,False
1,False,69.4,False,True,False,True,False,False,True,False,False,False,True,False,False
1,False,70.25,False,True,False,True,False,False,True,False,False,False,True,False,False
17,False,70.8,False,True,False,True,False,False,False,True,False,False,True,False,False
31,False,71.05,True,False,False,True,False,False,False,True,False,False,True,False,False
8,False,71.15,True,False,False,True,False,False,True,False,False,False,True,False,False
54,True,74.0,False,True,False,True,False,False,False,False,True,False,True,False,False
1,False,75.35,False,True,False,True,False,False,True,False,False,False,True,False,False
1,False,75.45,False,True,False,True,False,False,True,False,False,False,True,False,False
10,False,75.75,False,True,False,True,False,False,True,False,False,False,True,False,False
19,False,78.25,False,True,False,True,False,False,False,True,False,False,True,False,False
1,False,79.15,False,True,False,True,False,False,True,False,False,False,True,False,False
3,True,79.4,False,True,False,True,False,False,True,False,False,False,True,False,False
66,True,80.45,False,True,False,True,False,False,False,False,False,True,True,False,False
1,False,80.85,False,True,False,True,False,False,True,False,False,False,True,False,False
26,False,73.94383893762183,True,False,False,True,False,False,False,True,False,False,True,False,False
1,False,84.5,False,True,False,True,False,False,True,False,False,False,True,False,False
12,False,84.5,False,True,False,True,False,False,True,False,False,False,True,False,False
13,False,84.6,False,True,False,True,False,False,False,True,False,False,True,False,False
1,False,85.0,False,True,False,True,False,False,True,False,False,False,True,False,False
1,False,85.8,False,True,False,True,False,False,True,False,False,False,True,False,False
14,False,86.1,False,True,False,True,False,False,False,True,False,False,True,False,False
11,False,86.2,False,True,False,True,False,False,True,False,False,False,True,False,False
4,True,89.2,False,True,False,True,False,False,True,False,False,False,True,False,False
22,True,89.75,False,True,False,True,False,False,False,True,False,False,True,False,False
19,False,89.95,False,True,False,True,False,False,False,True,False,False,True,False,False
13,False,91.1,False,True,False,True,False,False,False,True,False,False,True,False,False
71,False,93.25,False,True,False,True,False,False,False,False,False,True,True,False,False
32,False,93.4,False,True,False,True,False,False,False,True,False,False,True,False,False
26,True,93.85,False,True,False,True,False,False,False,True,False,False,True,False,False
3,False,96.6,False,True,False,True,False,False,True,False,False,False,True,False,False
58,True,98.7,False,True,False,True,False,False,False,False,True,False,True,False,False
9,True,99.45,False,True,False,True,False,False,True,False,False,False,True,False,False
13,False,100.75,False,True,False,True,False,False,False,True,False,False,True,False,False
38,True,101.15,False,True,False,True,False,False,False,False,True,False,True,False,False
17,True,101.8,False,True,False,True,False,False,False,True,False,False,True,False,False
65,False,104.1995785440613,False,True,False,True,False,False,False,False,False,True,True,False,False
68,True,104.1995785440613,False,True,False,True,False,False,False,False,False,True,True,False,False
53,False,104.1995785440613,False,True,False,True,False,False,False,False,True,False,True,False,False
12,False,104.1995785440613,False,True,False,True,False,False,True,False,False,False,True,False,False
41,False,104.1995785440613,False,True,False,True,False,False,False,False,True,False,False,True,False
39,False,0.0,False,False,True,False,True,False,False,False,True,False,False,False,False
2,False,0.0,False,False,True,False,True,False,True,False,False,False,False,False,False
25,False,0.0,False,False,True,False,True,False,False,True,False,False,False,False,False
32,False,0.0,False,False,True,False,True,False,False,True,False,False,False,False,False
35,False,0.0,False,False,True,False,True,False,False,True,False,False,False,False,False
64,False,0.0,False,False,True,False,True,False,False,False,False,True,False,False,False
33,True,0.0,False,False,True,False,True,False,False,True,False,False,False,False,False
11,False,0.0,False,False,True,False,True,False,True,False,False,False,False,False,False
42,False,33.55,True,False,False,False,True,False,False,False,True,False,True,False,False
12,False,33.6,True,False,False,False,True,False,True,False,False,False,True,False,False
58,False,45.35,True,False,False,False,True,False,False,False,True,False,True,False,False
68,False,54.45,True,False,False,False,True,False,False,False,False,True,True,False,False
25,False,55.1,True,False,False,False,True,False,False,True,False,False,True,False,False
68,False,55.9,True,False,False,False,True,False,False,False,False,True,True,False,False
66,False,74.25,False,True,False,False,True,False,False,False,False,True,True,False,False
31,False,73.94383893762183,True,False,False,False,True,False,False,True,False,False,True,False,False
68,False,73.94383893762183,True,False,False,False,True,False,False,False,False,True,True,False,False
55,False,84.25,False,True,False,False,True,False,False,False,True,False,True,False,False
35,False,89.2,False,True,False,False,True,False,False,True,False,False,True,False,False
46,False,90.95,False,True,False,False,True,False,False,False,True,False,True,False,False
52,False,91.25,False,True,False,False,True,False,False,False,True,False,True,False,False
46,False,94.65,False,True,False,False,True,False,False,False,True,False,True,False,False
46,False,95.65,False,True,False,False,True,False,False,False,True,False,True,False,False
33,False,95.8,False,True,False,False,True,False,False,True,False,False,True,False,False
47,False,96.1,False,True,False,False,True,False,False,False,True,False,True,False,False
72,True,97.25,False,True,False,False,True,False,False,False,False,True,True,False,False
17,False,98.6,False,True,False,False,True,False,False,True,False,False,True,False,False
39,True,99.1,False,True,False,False,True,False,False,False,True,False,True,False,False
61,False,99.9,False,True,False,False,True,False,False,False,False,True,True,False,False
51,False,104.1995785440613,False,True,False,False,True,False,False,False,True,False,True,False,False
50,False,104.1995785440613,False,True,False,False,True,False,False,False,True,False,True,False,False
62,False,104.1995785440613,False,True,False,False,True,False,False,False,False,True,False,True,False
70,False,104.1995785440613,False,True,False,False,True,False,False,False,False,True,False,True,False
68,False,0.0,False,False,True,False,False,True,False,False,False,True,False,False,False
24,False,0.0,False,False,True,False,False,True,False,True,False,False,False,False,False
64,True,0.0,False,False,True,False,False,True,False,False,False,True,False,False,False
34,False,0.0,False,False,True,False,False,True,False,True,False,False,False,False,False
27,False,0.0,False,False,True,False,False,True,False,True,False,False,False,False,False
47,False,0.0,False,False,True,False,False,True,False,False,True,False,False,False,False
35,False,0.0,False,False,True,False,False,True,False,True,False,False,False,False,False
72,False,0.0,False,False,True,False,False,True,False,False,False,True,False,False,False
66,False,0.0,False,False,True,False,False,True,False,False,False,True,False,False,False
49,True,49.8,True,False,False,False,False,True,False,False,True,False,True,False,False
67,False,59.55,True,False,False,False,False,True,False,False,False,True,True,False,False
54,False,60.0,True,False,False,False,False,True,False,False,True,False,True,False,False
37,False,62.8,True,False,False,False,False,True,False,False,True,False,True,False,False
37,False,65.6,True,False,False,False,False,True,False,False,True,False,True,False,False
63,False,71.9,True,False,False,False,False,True,False,False,False,True,True,False,False
72,True,73.45,True,False,False,False,False,True,False,False,False,True,True,False,False
48,False,73.94383893762183,True,False,False,False,False,True,False,False,True,False,True,False,False
66,True,102.4,False,True,False,False,False,True,False,False,False,True,True,False,False
48,False,102.5,False,True,False,False,False,True,False,False,True,False,True,False,False
72,False,104.1995785440613,False,True,False,False,False,True,False,False,False,True,True,False,False
