Provider,Census_Tract_ID,State,Weight,Weight2,Technology,Download_Bandwidth_Mbps,Upload_Bandwidth_Mbps,Usage_Allowance_GB,Monthly_Charge,Other_Mandatory_Charge,Surcharge,Total_Charge,Total_Charge_Spread,Model_Data
"R.M.Greene,Inc.",8,ALABAMA,6021.576026,1704.00625,Fiber,350,350,Inf,60,0,0,60,0,Yes
"R.M.Greene,Inc.",8,ALABAMA,6021.576026,1704.00625,Fiber,500,500,Inf,70,0,0,70,0,Yes
"R.M.Greene,Inc.",8,ALABAMA,6021.576026,1704.00625,Fiber,100,100,Inf,30,0,0,30,0,Yes
"R.M.Greene,Inc.",8,ALABAMA,6021.576026,1704.00625,Fiber,1000,1000,Inf,80,0,0,80,0,Yes
"Knology Total Communications, Inc.",9,ALABAMA,3010.788013,1363.205,Fiber,1000,1000,Inf,70,0,0,70,0,Yes
"Knology Total Communications, Inc.",9,ALABAMA,6021.576026,1363.205,Cable,1200,50,Inf,105,0,0,105,0,Yes
"Knology Total Communications, Inc.",9,ALABAMA,3010.788013,1363.205,Cable,1000,50,Inf,70,0,0,70,0,Yes
"Knology Total Communications, Inc.",9,ALABAMA,6021.576026,1363.205,Cable,300,20,Inf,40,0,0,40,0,Yes
"Knology Total Communications, Inc.",9,ALABAMA,6021.576026,1363.205,Cable,600,50,Inf,55,0,0,55,0,Yes
"Google Fiber Alabama, LLC",10,ALABAMA,13309.65,3327.4125,Fiber,5000,5000,Inf,125,2.5,0,127.5,0,Yes
"Google Fiber Alabama, LLC",10,ALABAMA,13309.65,3327.4125,Fiber,1000,1000,Inf,70,1.4,0,71.4,0,Yes
"Google Fiber Alabama, LLC",10,ALABAMA,13309.65,3327.4125,Fiber,2000,1000,Inf,100,2,0,102,0,Yes
"Google Fiber Alabama, LLC",10,ALABAMA,13309.65,3327.4125,Fiber,100,100,Inf,30,0.6,0,30.6,0,Yes
BellSouth Telecommunications LLC,11,ALABAMA,191666.5667,27380.9381,Fiber,1000,1000,Inf,90,0,0,90,0,Yes
BellSouth Telecommunications LLC,11,ALABAMA,191666.5667,27380.9381,Fiber,5000,5000,Inf,255,0,0,255,0,Yes
BellSouth Telecommunications LLC,11,ALABAMA,38333.31333,27380.9381,DSL,75,20,1024,70,0,0,70,0,Yes
BellSouth Telecommunications LLC,11,ALABAMA,38333.31333,27380.9381,DSL,100,20,Inf,70,0,0,70,0,Yes
BellSouth Telecommunications LLC,11,ALABAMA,38333.31333,27380.9381,DSL,10,1,1024,70,0,0,70,0,Yes
BellSouth Telecommunications LLC,11,ALABAMA,38333.31333,27380.9381,DSL,25,5,1024,70,0,0,70,0,Yes
BellSouth Telecommunications LLC,11,ALABAMA,38333.31333,27380.9381,DSL,50,10,1024,70,0,0,70,0,Yes
"Google Fiber Alabama, LLC",12,ALABAMA,13309.65,3327.4125,Fiber,5000,5000,Inf,125,2.5,0,127.5,0,Yes
"Google Fiber Alabama, LLC",12,ALABAMA,13309.65,3327.4125,Fiber,1000,1000,Inf,70,1.4,0,71.4,0,Yes
"Google Fiber Alabama, LLC",12,ALABAMA,13309.65,3327.4125,Fiber,2000,1000,Inf,100,2,0,102,0,Yes
"Google Fiber Alabama, LLC",12,ALABAMA,13309.65,3327.4125,Fiber,100,100,Inf,30,0.6,0,30.6,0,Yes
"Knology Total Communications, Inc.",13,ALABAMA,3010.788013,1363.205,Fiber,1000,1000,Inf,70,0,0,70,0,Yes
"Knology Total Communications, Inc.",13,ALABAMA,6021.576026,1363.205,Cable,1200,50,Inf,105,0,0,105,0,Yes
"Knology Total Communications, Inc.",13,ALABAMA,6021.576026,1363.205,Cable,600,50,Inf,55,0,0,55,0,Yes
"Knology Total Communications, Inc.",13,ALABAMA,3010.788013,1363.205,Cable,1000,50,Inf,70,0,0,70,0,Yes
"Knology Total Communications, Inc.",13,ALABAMA,6021.576026,1363.205,Cable,300,20,Inf,40,0,0,40,0,Yes
Mediacom Communications Corporation,14,ALABAMA,6021.576026,1136.004167,Cable,500,30,2000,99.99,0,0,99.99,0,Yes
Mediacom Communications Corporation,14,ALABAMA,6021.576026,1136.004167,Cable,1000,1000,Inf,154.99,0,0,154.99,0,Yes
Mediacom Communications Corporation,14,ALABAMA,6021.576026,1136.004167,Cable,250,20,400,49.99,0,0,49.99,0,Yes
Mediacom Communications Corporation,14,ALABAMA,6021.576026,1136.004167,Cable,100,20,Inf,14.99,0,0,14.99,0,Yes
Mediacom Communications Corporation,14,ALABAMA,6021.576026,1136.004167,Cable,1000,50,Inf,129.99,0,0,129.99,0,Yes
Mediacom Communications Corporation,14,ALABAMA,6021.576026,1136.004167,Cable,2000,1000,Inf,179.99,0,0,179.99,0,Yes
"Knology Total Communications, Inc.",15,ALABAMA,6021.576026,1363.205,Cable,300,20,Inf,40,0,0,40,0,Yes
"Knology Total Communications, Inc.",15,ALABAMA,6021.576026,1363.205,Cable,1200,50,Inf,105,0,0,105,0,Yes
"Knology Total Communications, Inc.",15,ALABAMA,6021.576026,1363.205,Cable,600,50,Inf,55,0,0,55,0,Yes
"Knology Total Communications, Inc.",15,ALABAMA,3010.788013,1363.205,Cable,1000,50,Inf,70,0,0,70,0,Yes
"Knology Total Communications, Inc.",15,ALABAMA,3010.788013,1363.205,Fiber,1000,1000,Inf,70,0,0,70,0,Yes
"Knology Total Communications, Inc.",16,ALABAMA,3010.788013,1363.205,Fiber,1000,1000,Inf,70,0,0,70,0,Yes
"Knology Total Communications, Inc.",16,ALABAMA,6021.576026,1363.205,Cable,600,50,Inf,55,0,0,55,0,Yes
"Knology Total Communications, Inc.",16,ALABAMA,3010.788013,1363.205,Cable,1000,50,Inf,70,0,0,70,0,Yes
"Knology Total Communications, Inc.",16,ALABAMA,6021.576026,1363.205,Cable,300,20,Inf,40,0,0,40,0,Yes
"Knology Total Communications, Inc.",16,ALABAMA,6021.576026,1363.205,Cable,1200,50,Inf,105,0,0,105,0,Yes
"Google Fiber Alabama, LLC",17,ALABAMA,13309.65,3327.4125,Fiber,1000,1000,Inf,70,1.4,0,71.4,0,Yes
"Google Fiber Alabama, LLC",17,ALABAMA,13309.65,3327.4125,Fiber,2000,1000,Inf,100,2,0,102,0,Yes
"Google Fiber Alabama, LLC",17,ALABAMA,13309.65,3327.4125,Fiber,100,100,Inf,30,0.6,0,30.6,0,Yes
"Google Fiber Alabama, LLC",17,ALABAMA,13309.65,3327.4125,Fiber,5000,5000,Inf,125,2.5,0,127.5,0,Yes
Mediacom Communications Corporation,18,ALABAMA,6021.576026,1136.004167,Cable,250,20,400,49.99,0,0,49.99,0,Yes
Mediacom Communications Corporation,18,ALABAMA,6021.576026,1136.004167,Cable,2000,1000,Inf,179.99,0,0,179.99,0,Yes
Mediacom Communications Corporation,18,ALABAMA,6021.576026,1136.004167,Cable,500,30,2000,99.99,0,0,99.99,0,Yes
Mediacom Communications Corporation,18,ALABAMA,6021.576026,1136.004167,Cable,1000,50,Inf,129.99,0,0,129.99,0,Yes
Mediacom Communications Corporation,18,ALABAMA,6021.576026,1136.004167,Cable,1000,1000,Inf,154.99,0,0,154.99,0,Yes
Mediacom Communications Corporation,18,ALABAMA,6021.576026,1136.004167,Cable,100,20,Inf,14.99,0,0,14.99,0,Yes
"Knology Total Communications, Inc.",19,ALABAMA,1505.394006,852.003125,Cable,600,50,Inf,55,0,0,55,0,Yes
"Knology Total Communications, Inc.",19,ALABAMA,6021.576026,852.003125,Cable,1200,50,Inf,105,0,0,105,0,Yes
"Knology Total Communications, Inc.",19,ALABAMA,1003.596004,852.003125,Cable,1000,50,Inf,70,0,0,70,0,Yes
"Knology Total Communications, Inc.",19,ALABAMA,1505.394006,852.003125,Cable,300,20,Inf,40,0,0,40,0,Yes
"Knology Total Communications, Inc.",19,ALABAMA,1505.394006,852.003125,Fiber,600,50,Inf,55,0,0,55,0,Yes
"Knology Total Communications, Inc.",19,ALABAMA,1505.394006,852.003125,Fiber,300,20,Inf,40,0,0,40,0,Yes
"Knology Total Communications, Inc.",19,ALABAMA,1003.596004,852.003125,Fiber,1000,50,Inf,70,0,0,70,0,Yes
"Knology Total Communications, Inc.",19,ALABAMA,2007.192009,852.003125,Fiber,1000,1000,Inf,70,0,0,70,0,Yes
"Troy Cablevision, Inc. dba C Spire",20,ALABAMA,6021.576026,1704.00625,Fiber,2000,2000,Inf,115,5.75,0,120.75,0,Yes
"Troy Cablevision, Inc. dba C Spire",20,ALABAMA,6021.576026,1704.00625,Fiber,500,500,Inf,70,3.5,0,73.5,0,Yes
"Troy Cablevision, Inc. dba C Spire",20,ALABAMA,6021.576026,1704.00625,Fiber,300,300,Inf,60,3,0,63,0,Yes
"Troy Cablevision, Inc. dba C Spire",20,ALABAMA,6021.576026,1704.00625,Fiber,1000,1000,Inf,85,4.25,0,89.25,0,Yes
"T-Mobile USA, Inc.",21,ALABAMA,34964.45,5827.408333,Fixed wireless,2,0.2,150,85,0,1.4,86.4,10,Yes
"T-Mobile USA, Inc.",21,ALABAMA,34964.45,5827.408333,Fixed wireless,25,3,Inf,65,0,1.4,66.4,20,Yes
"T-Mobile USA, Inc.",21,ALABAMA,34964.45,5827.408333,Fixed wireless,2,0.2,100,60,0,1.4,61.4,10,Yes
"T-Mobile USA, Inc.",21,ALABAMA,34964.45,5827.408333,Fixed wireless,2,0.2,200,110,0,1.4,111.4,10,Yes
"T-Mobile USA, Inc.",21,ALABAMA,34964.45,5827.408333,Fixed wireless,2,0.2,300,160,0,1.4,161.4,10,Yes
"T-Mobile USA, Inc.",21,ALABAMA,34964.45,5827.408333,Fixed wireless,2,0.2,130,35,0,1.4,36.4,0,Yes
"Knology Total Communications, Inc.",22,ALABAMA,6021.576026,852.003125,Cable,1200,50,Inf,105,0,0,105,0,Yes
"Knology Total Communications, Inc.",22,ALABAMA,1003.596004,852.003125,Cable,1000,50,Inf,70,0,0,70,0,Yes
"Knology Total Communications, Inc.",22,ALABAMA,1505.394006,852.003125,Cable,600,50,Inf,55,0,0,55,0,Yes
"Knology Total Communications, Inc.",22,ALABAMA,1505.394006,852.003125,Cable,300,20,Inf,40,0,0,40,0,Yes
"Knology Total Communications, Inc.",22,ALABAMA,1505.394006,852.003125,Fiber,600,50,Inf,55,0,0,55,0,Yes
"Knology Total Communications, Inc.",22,ALABAMA,1505.394006,852.003125,Fiber,300,20,Inf,40,0,0,40,0,Yes
"Knology Total Communications, Inc.",22,ALABAMA,2007.192009,852.003125,Fiber,1000,1000,Inf,70,0,0,70,0,Yes
"Knology Total Communications, Inc.",22,ALABAMA,1003.596004,852.003125,Fiber,1000,50,Inf,70,0,0,70,0,Yes
"Knology Total Communications, Inc.",23,ALABAMA,2007.192009,852.003125,Fiber,1000,1000,Inf,70,0,0,70,0,Yes
"Knology Total Communications, Inc.",23,ALABAMA,1505.394006,852.003125,Fiber,300,20,Inf,40,0,0,40,0,Yes
"Knology Total Communications, Inc.",23,ALABAMA,1505.394006,852.003125,Fiber,600,50,Inf,55,0,0,55,0,Yes
"Knology Total Communications, Inc.",23,ALABAMA,1003.596004,852.003125,Fiber,1000,50,Inf,70,0,0,70,0,Yes
"Knology Total Communications, Inc.",23,ALABAMA,1003.596004,852.003125,Cable,1000,50,Inf,70,0,0,70,0,Yes
"Knology Total Communications, Inc.",23,ALABAMA,1505.394006,852.003125,Cable,600,50,Inf,55,0,0,55,0,Yes
"Knology Total Communications, Inc.",23,ALABAMA,1505.394006,852.003125,Cable,300,20,Inf,40,0,0,40,0,Yes
"Knology Total Communications, Inc.",23,ALABAMA,6021.576026,852.003125,Cable,1200,50,Inf,105,0,0,105,0,Yes
"Knology Total Communications, Inc.",24,ALABAMA,3010.788013,1363.205,Cable,1000,50,Inf,70,0,0,70,0,Yes
"Knology Total Communications, Inc.",24,ALABAMA,6021.576026,1363.205,Cable,300,20,Inf,40,0,0,40,0,Yes
"Knology Total Communications, Inc.",24,ALABAMA,6021.576026,1363.205,Cable,1200,50,Inf,105,0,0,105,0,Yes
"Knology Total Communications, Inc.",24,ALABAMA,6021.576026,1363.205,Cable,600,50,Inf,55,0,0,55,0,Yes
"Knology Total Communications, Inc.",24,ALABAMA,3010.788013,1363.205,Fiber,1000,1000,Inf,70,0,0,70,0,Yes
"R.M.Greene,Inc.",25,ALABAMA,6021.576026,1704.00625,Fiber,350,350,Inf,60,0,0,60,0,Yes
"R.M.Greene,Inc.",25,ALABAMA,6021.576026,1704.00625,Fiber,500,500,Inf,70,0,0,70,0,Yes
"R.M.Greene,Inc.",25,ALABAMA,6021.576026,1704.00625,Fiber,100,100,Inf,30,0,0,30,0,Yes
"R.M.Greene,Inc.",25,ALABAMA,6021.576026,1704.00625,Fiber,1000,1000,Inf,80,0,0,80,0,Yes
"Windstream Alabama, LLC",26,ALABAMA,6021.576026,454.4016667,Fiber,2000,1600,Inf,127.49,0,12.99,140.48,5,Yes
"Windstream Alabama, LLC",26,ALABAMA,3010.788013,454.4016667,Fiber,300,233,Inf,67.49,0,12.99,80.48,5,Yes
"Windstream Alabama, LLC",26,ALABAMA,3010.788013,454.4016667,Fiber,1000,800,Inf,97.49,0,12.99,110.48,5,Yes
"Windstream Alabama, LLC",26,ALABAMA,3010.788013,454.4016667,Cable,300,25,Inf,67.49,0,12.99,80.48,5,Yes
"Windstream Alabama, LLC",26,ALABAMA,3010.788013,454.4016667,Cable,1000,25,Inf,97.49,0,12.99,110.48,5,Yes
"Windstream Alabama, LLC",26,ALABAMA,602.1576026,454.4016667,DSL,200,20,Inf,55,0,12.99,67.99,0,Yes
"Windstream Alabama, LLC",26,ALABAMA,602.1576026,454.4016667,DSL,100,8,Inf,55,0,12.99,67.99,0,Yes
"Windstream Alabama, LLC",26,ALABAMA,301.0788013,454.4016667,DSL,25,1.5,Inf,55,0,12.99,67.99,0,Yes
"Windstream Alabama, LLC",26,ALABAMA,602.1576026,454.4016667,DSL,50,4,Inf,55,0,12.99,67.99,0,Yes
"Windstream Alabama, LLC",26,ALABAMA,602.1576026,454.4016667,DSL,200,16,Inf,55,0,12.99,67.99,0,Yes
"Windstream Alabama, LLC",26,ALABAMA,602.1576026,454.4016667,DSL,50,1.8,Inf,55,0,12.99,67.99,0,Yes
"Windstream Alabama, LLC",26,ALABAMA,602.1576026,454.4016667,DSL,75,8,Inf,55,0,12.99,67.99,0,Yes
"Windstream Alabama, LLC",26,ALABAMA,301.0788013,454.4016667,DSL,25,1.5,Inf,55,0,12.99,67.99,0,Yes
"Windstream Alabama, LLC",26,ALABAMA,602.1576026,454.4016667,DSL,100,14,Inf,55,0,12.99,67.99,0,Yes
"Windstream Alabama, LLC",26,ALABAMA,602.1576026,454.4016667,DSL,300,40,Inf,55,0,12.99,67.99,0,Yes
Cable One Inc,27,ALABAMA,1505.394006,1136.004167,Cable,1000,50,Inf,125,0,2.87,127.87,0,Yes
Cable One Inc,27,ALABAMA,1505.394006,1136.004167,Cable,600,40,Inf,100,0,2.87,102.87,0,Yes
Cable One Inc,27,ALABAMA,1505.394006,1136.004167,Cable,300,30,Inf,75,0,2.87,77.87,0,Yes
Cable One Inc,27,ALABAMA,1505.394006,1136.004167,Fiber,300,30,Inf,75,0,2.87,77.87,0,Yes
Cable One Inc,27,ALABAMA,1505.394006,1136.004167,Fiber,600,40,Inf,100,0,2.87,102.87,0,Yes
Cable One Inc,27,ALABAMA,1505.394006,1136.004167,Fiber,1000,50,Inf,125,0,2.87,127.87,0,Yes
Matanuska Telecom Association Inc.,28,ALASKA,187.5313853,22.94011544,Fiber,50,10,Inf,129.99,0,0,129.99,0,Yes
Matanuska Telecom Association Inc.,28,ALASKA,750.1255411,22.94011544,Fiber,1000,100,Inf,179.99,0,0,179.99,0,Yes
Matanuska Telecom Association Inc.,28,ALASKA,187.5313853,22.94011544,Fiber,80,40,Inf,169.98,0,0,169.98,0,Yes
Matanuska Telecom Association Inc.,28,ALASKA,187.5313853,22.94011544,Fiber,50,5,660,129.94,0,0,129.94,0,Yes
Matanuska Telecom Association Inc.,28,ALASKA,187.5313853,22.94011544,Fiber,25,6,250,69.99,0,0,69.99,0,Yes
Matanuska Telecom Association Inc.,28,ALASKA,187.5313853,22.94011544,Fiber,25,3,660,128.7,0,0,128.7,0,Yes
Matanuska Telecom Association Inc.,28,ALASKA,750.1255411,22.94011544,Fiber,1000,200,Inf,189.98,0,0,189.98,0,Yes
Matanuska Telecom Association Inc.,28,ALASKA,187.5313853,22.94011544,Fiber,25,6,Inf,109.99,0,0,109.99,0,Yes
Matanuska Telecom Association Inc.,28,ALASKA,187.5313853,22.94011544,Fiber,25,12,Inf,119.98,0,0,119.98,0,Yes
Matanuska Telecom Association Inc.,28,ALASKA,187.5313853,22.94011544,Fiber,80,20,Inf,159.99,0,0,159.99,0,Yes
Matanuska Telecom Association Inc.,28,ALASKA,187.5313853,22.94011544,Fiber,100,20,660,132.47,0,0,132.47,0,Yes
Matanuska Telecom Association Inc.,28,ALASKA,187.5313853,22.94011544,Fiber,50,20,Inf,139.98,0,0,139.98,0,Yes
Matanuska Telecom Association Inc.,28,ALASKA,187.5313853,22.94011544,Fiber,25,12,250,79.98,0,0,79.98,0,Yes
GCI Communication Corp.,28,ALASKA,1228.995671,137.6406926,Cable,500,20,600,114.99,0,0,114.99,0,Yes
GCI Communication Corp.,28,ALASKA,1228.995671,137.6406926,Cable,1000,40,1000,164.99,0,0,164.99,0,Yes
GCI Communication Corp.,28,ALASKA,1228.995671,137.6406926,Cable,250,10,250,89.99,0,0,89.99,0,Yes
GCI Communication Corp.,28,ALASKA,1228.995671,137.6406926,Cable,2500,75,Inf,189.99,0,0,189.99,0,Yes
Matanuska Telecom Association Inc.,28,ALASKA,187.5313853,22.94011544,DSL,80,40,Inf,169.98,0,0,169.98,0,Yes
Matanuska Telecom Association Inc.,28,ALASKA,187.5313853,22.94011544,DSL,80,20,Inf,159.99,0,0,159.99,0,Yes
Matanuska Telecom Association Inc.,28,ALASKA,187.5313853,22.94011544,DSL,100,20,660,132.47,0,0,132.47,0,Yes
Matanuska Telecom Association Inc.,28,ALASKA,187.5313853,22.94011544,DSL,50,5,660,129.94,0,0,129.94,0,Yes
Matanuska Telecom Association Inc.,28,ALASKA,187.5313853,22.94011544,DSL,50,10,Inf,129.99,0,0,129.99,0,Yes
Matanuska Telecom Association Inc.,28,ALASKA,187.5313853,22.94011544,DSL,25,6,Inf,109.99,0,0,109.99,0,Yes
Matanuska Telecom Association Inc.,28,ALASKA,187.5313853,22.94011544,DSL,25,6,250,69.99,0,0,69.99,0,Yes
Matanuska Telecom Association Inc.,28,ALASKA,187.5313853,22.94011544,DSL,25,12,Inf,119.98,0,0,119.98,0,Yes
Matanuska Telecom Association Inc.,28,ALASKA,187.5313853,22.94011544,DSL,25,12,250,79.98,0,0,79.98,0,Yes
Matanuska Telecom Association Inc.,28,ALASKA,187.5313853,22.94011544,DSL,50,20,Inf,139.98,0,0,139.98,0,Yes
Matanuska Telecom Association Inc.,28,ALASKA,187.5313853,22.94011544,DSL,25,3,660,128.7,0,0,128.7,0,Yes
Cellco Partnership,28,ALASKA,6.25974026,550.5627706,Fixed wireless,50,5,Inf,60,0,0,60,0,Yes
"Borealis Broadband, Inc.",29,ALASKA,4.173160173,91.76046176,Fixed wireless,200,200,Inf,170,0,0,170,0,Yes
"Borealis Broadband, Inc.",29,ALASKA,4.173160173,91.76046176,Fixed wireless,10,10,Inf,50,0,0,50,0,Yes
"Borealis Broadband, Inc.",29,ALASKA,4.173160173,91.76046176,Fixed wireless,100,100,Inf,150,0,0,150,0,Yes
"Borealis Broadband, Inc.",29,ALASKA,4.173160173,91.76046176,Fixed wireless,20,20,Inf,75,0,0,75,0,Yes
"Borealis Broadband, Inc.",29,ALASKA,4.173160173,91.76046176,Fixed wireless,50,50,Inf,130,0,0,130,0,Yes
"Borealis Broadband, Inc.",29,ALASKA,4.173160173,91.76046176,Fixed wireless,30,30,Inf,99,0,0,99,0,Yes
Matanuska Telecom Association Inc.,29,ALASKA,117.8917749,22.94011544,DSL,50,20,Inf,139.98,0,0,139.98,0,Yes
Matanuska Telecom Association Inc.,29,ALASKA,117.8917749,22.94011544,DSL,25,6,Inf,109.99,0,0,109.99,0,Yes
Matanuska Telecom Association Inc.,29,ALASKA,117.8917749,22.94011544,DSL,50,5,660,129.94,0,0,129.94,0,Yes
Matanuska Telecom Association Inc.,29,ALASKA,117.8917749,22.94011544,DSL,80,20,Inf,159.99,0,0,159.99,0,Yes
Matanuska Telecom Association Inc.,29,ALASKA,117.8917749,22.94011544,DSL,80,40,Inf,169.98,0,0,169.98,0,Yes
Matanuska Telecom Association Inc.,29,ALASKA,117.8917749,22.94011544,DSL,50,10,Inf,129.99,0,0,129.99,0,Yes
Matanuska Telecom Association Inc.,29,ALASKA,117.8917749,22.94011544,DSL,25,12,Inf,119.98,0,0,119.98,0,Yes
Matanuska Telecom Association Inc.,29,ALASKA,117.8917749,22.94011544,DSL,100,20,660,132.47,0,0,132.47,0,Yes
Matanuska Telecom Association Inc.,29,ALASKA,117.8917749,22.94011544,DSL,25,3,660,128.7,0,0,128.7,0,Yes
Matanuska Telecom Association Inc.,29,ALASKA,117.8917749,22.94011544,DSL,25,12,250,79.98,0,0,79.98,0,Yes
Matanuska Telecom Association Inc.,29,ALASKA,117.8917749,22.94011544,DSL,25,6,250,69.99,0,0,69.99,0,Yes
GCI Communication Corp.,29,ALASKA,1254.034632,137.6406926,Cable,500,20,600,114.99,0,0,114.99,0,Yes
GCI Communication Corp.,29,ALASKA,1254.034632,137.6406926,Cable,2500,75,Inf,189.99,0,0,189.99,0,Yes
GCI Communication Corp.,29,ALASKA,1254.034632,137.6406926,Cable,1000,40,1000,164.99,0,0,164.99,0,Yes
GCI Communication Corp.,29,ALASKA,1254.034632,137.6406926,Cable,250,10,250,89.99,0,0,89.99,0,Yes
Matanuska Telecom Association Inc.,29,ALASKA,117.8917749,22.94011544,Fiber,25,6,Inf,109.99,0,0,109.99,0,Yes
Matanuska Telecom Association Inc.,29,ALASKA,117.8917749,22.94011544,Fiber,25,12,Inf,119.98,0,0,119.98,0,Yes
Matanuska Telecom Association Inc.,29,ALASKA,117.8917749,22.94011544,Fiber,25,12,250,79.98,0,0,79.98,0,Yes
Matanuska Telecom Association Inc.,29,ALASKA,117.8917749,22.94011544,Fiber,25,6,250,69.99,0,0,69.99,0,Yes
Matanuska Telecom Association Inc.,29,ALASKA,117.8917749,22.94011544,Fiber,100,20,660,132.47,0,0,132.47,0,Yes
Matanuska Telecom Association Inc.,29,ALASKA,117.8917749,22.94011544,Fiber,50,20,Inf,139.98,0,0,139.98,0,Yes
Matanuska Telecom Association Inc.,29,ALASKA,117.8917749,22.94011544,Fiber,50,5,660,129.94,0,0,129.94,0,Yes
Matanuska Telecom Association Inc.,29,ALASKA,117.8917749,22.94011544,Fiber,80,40,Inf,169.98,0,0,169.98,0,Yes
Matanuska Telecom Association Inc.,29,ALASKA,117.8917749,22.94011544,Fiber,25,3,660,128.7,0,0,128.7,0,Yes
